trait locus add_eff epi_loc epi_eff sfs
2 5 0.221735953413108 46 -0.0370346897868324 0.4997
2 6 -0.0424848139788138 36 0.147145348123809 0.5018
2 7 0.103859295019005 38 0.0523384596477161 0.4964
2 8 0.0678767341424976 2 -0.143741719910824 0.4975
2 9 -0.119067180802639 13 -0.128981823852277 0.4942
2 10 0.0339457529096897 43 0.0525636585348199 0.4976
2 11 0.0177927219753722 27 0.122206840278806 0.4997
2 12 0.109762648323031 16 0.0191215466180136 0.4962
2 13 -0.0201937576757982 9 -0.128981823852277 0.4936
2 14 0.0621750366582413 1 0.0838504051194807 0.4974
2 15 0.0626549224517161 23 0.0529293647650569 0.5038
2 16 -0.0478499652513225 12 0.0191215466180136 0.5029
2 17 -0.0858932189639846 39 0.0650417923713548 0.5064
2 18 -0.101198956820008 59 -0.0326186681627927 0.5016
2 19 0.131953296980474 53 -0.000572461933922838 0.5122
2 20 -0.027999449047727 61 0.0291986621698808 0.4992
2 21 -0.0104899145666395 60 0.151032868016686 0.5089
2 22 0.0548593565892746 47 -0.0442750667125016 0.5026
2 23 0.144926657141415 15 0.0529293647650569 0.4969
2 24 -0.12895328209421 45 -0.0887219837413299 0.4956
2 25 0.237648457187315 33 -0.073339392532378 0.4958
2 26 -0.0111638078098827 32 0.018630622363606 0.5028
2 27 -0.16997686349586 11 0.122206840278806 0.5029
2 28 0.213467059787068 51 -0.107205474841182 0.5031
2 29 0.0609829503676419 30 -0.0326013951646221 0.4994
2 30 -0.0618473951762868 29 -0.0326013951646221 0.4989
2 31 -0.00807030238319195 55 -0.062497622266855 0.5021
2 32 0.0622331251482183 26 0.018630622363606 0.5063
2 33 -0.0617410582742626 25 -0.073339392532378 0.5039
2 34 0.13063471206333 44 0.194231478615762 0.5076
2 35 0.0214518786521316 56 0.0324517315623972 0.4973
2 36 -0.205219815222766 6 0.147145348123809 0.5001
2 37 0.0359143865527441 62 -0.074384222547135 0.5024
2 38 0.0940813083461543 7 0.0523384596477161 0.4959
2 39 0.0467277052525971 17 0.0650417923713548 0.5048
2 40 -0.0532947840374965 50 -0.0243041020055203 0.5005
2 41 -0.0162473173511947 48 0.12439178483655 0.4948
2 42 0.110250764881175 58 0.00104139841817407 0.5058
2 43 0.11005366885235 10 0.0525636585348199 0.5125
2 44 0.0719681098683754 34 0.194231478615762 0.4984
2 45 -0.0586951007819356 24 -0.0887219837413299 0.5028
2 46 -0.00381127930022498 5 -0.0370346897868324 0.5039
2 47 -0.112443260982941 22 -0.0442750667125016 0.5062
2 48 0.0236084509728105 41 0.12439178483655 0.5028
2 49 -0.0112933912672715 4 0.0464713259659108 0.501
2 50 -0.0750443242751539 40 -0.0243041020055203 0.4959
2 51 0.0717383875540629 28 -0.107205474841182 0.4994
2 52 0.187098309521223 57 -0.0418953294692564 0.4897
2 53 -0.0031282248558546 19 -0.000572461933922838 0.5026
2 54 0.157615060784953 3 0.0555347594087399 0.5001
2 55 0.108775692021809 31 -0.062497622266855 0.4942
2 56 0.0648171161093718 35 0.0324517315623972 0.4878
2 57 -0.0227744714468644 52 -0.0418953294692564 0.4975
2 58 -0.122361257900255 42 0.00104139841817407 0.5042
2 59 0.156609725972452 18 -0.0326186681627927 0.4961
2 60 0.261099561272818 21 0.151032868016686 0.5052
2 61 0.13576262187612 20 0.0291986621698808 0.5076
2 62 -0.170021600078252 37 -0.074384222547135 0.4934
2 63 0.140798178411211 64 0.00552026697163773 0.4999
2 64 0.211384094154544 63 0.00552026697163773 0.4966
3 1 0.18573039488325 60 0.0588176713274055 0.5036
3 2 0.12631110991834 31 0.0518877043432616 0.5062
3 3 -0.128414608144044 46 -0.0970976389987144 0.4953
3 4 -0.141813067411112 19 -0.0162296408958556 0.4931
3 5 -0.0787657321163608 23 -0.15261186871689 0.4997
3 6 -0.107799200130921 21 -0.147328127910947 0.5018
3 7 0.0815664151066518 22 -0.00222424234139826 0.4964
3 8 -0.0358474729272578 56 0.0280472575541041 0.4975
3 9 0.110091332931611 61 0.0960664193213929 0.4942
3 10 0.0718424787555351 49 -0.0130606888483653 0.4976
3 11 0.0351265064199069 58 0.155780260527577 0.4997
3 12 0.0719307422165342 17 -0.229169040847096 0.4962
3 13 0.0138574402217432 33 -0.243167915974091 0.4936
3 14 -0.156010423041918 55 0.249566129878842 0.4974
3 15 0.11289250768761 41 0.0344816594981873 0.5038
3 16 0.125148480907331 18 0.0276004839127811 0.5029
3 17 0.0148218189000568 12 -0.229169040847096 0.5064
3 18 -0.0865974692752875 16 0.0276004839127811 0.5016
3 19 -0.0399517581599201 4 -0.0162296408958556 0.5122
3 20 0.000892558278905378 39 0.069967203435618 0.4992
3 21 -0.119916442190117 6 -0.147328127910947 0.5089
3 22 0.12094174139524 7 -0.00222424234139826 0.5026
3 23 -0.0251997374609829 5 -0.15261186871689 0.4969
3 24 0.0932132134209492 59 -0.15374524438017 0.4956
3 25 -0.0517933649263713 37 0.00279895209650239 0.4958
3 26 -0.0709782845126553 54 0.0683663045665922 0.5028
3 27 -0.0927560148876938 28 -0.137447296498575 0.5029
3 28 -0.0204066558258716 27 -0.137447296498575 0.5031
3 29 0.0491433116359062 35 0.0916575552938764 0.4994
3 30 -0.0642450952121849 64 0.0353215728098215 0.4989
3 31 0.0318097879643107 2 0.0518877043432616 0.5021
3 32 0.0140290945663164 48 -0.0118445672946378 0.5063
3 33 -0.114350162479405 13 -0.243167915974091 0.5039
3 34 0.00641955723930506 38 -0.0260079200559108 0.5076
3 35 0.116954076561645 29 0.0916575552938764 0.4973
3 36 0.0532597034674775 45 -0.225648098655277 0.5001
3 37 0.00335677646085217 25 0.00279895209650239 0.5024
3 38 -0.0104304753141833 34 -0.0260079200559108 0.4959
3 39 -0.153507943148128 20 0.069967203435618 0.5048
3 40 -0.140780502831479 44 0.0727467958600334 0.5005
3 41 0.0257339230507476 15 0.0344816594981873 0.4948
3 42 -0.154490639963229 62 0.27328061361556 0.5058
3 43 -0.0411712569450517 51 -0.0971955865847462 0.5125
3 44 -0.158477247656401 40 0.0727467958600334 0.4984
3 45 0.0238081165594351 36 -0.225648098655277 0.5028
3 46 0.120144079375247 3 -0.0970976389987144 0.5039
3 47 -0.0705021914828708 53 0.0496392310273446 0.5062
3 48 0.0108483497986911 32 -0.0118445672946378 0.5028
3 49 -0.0476337868703931 10 -0.0130606888483653 0.501
3 50 0.0117582329130995 52 0.0197774714341883 0.4959
3 51 0.00324271636092902 43 -0.0971955865847462 0.4994
3 52 0.00396435277552517 50 0.0197774714341883 0.4897
3 53 0.102482273371672 47 0.0496392310273446 0.5026
3 54 0.0282183290148821 26 0.0683663045665922 0.5001
3 55 -0.126042241971081 14 0.249566129878842 0.4942
3 56 0.105535094810475 8 0.0280472575541041 0.4878
3 57 -0.0222312295738247 63 0.095963453772408 0.4975
3 58 0.0999198606157862 11 0.155780260527577 0.5042
3 59 -0.0908232581273911 24 -0.15374524438017 0.4961
3 60 0.0491716148523336 1 0.0588176713274055 0.5052
3 61 -0.140418896702302 9 0.0960664193213929 0.5076
3 62 -0.0201198886307431 42 0.27328061361556 0.4934
3 63 -0.0513797378967625 57 0.095963453772408 0.4999
3 64 -0.126647915781288 30 0.0353215728098215 0.4966
4 1 0.0723271047812755 41 -0.0914191019560162 0.5036
4 2 -0.00526507686067942 42 0.0383204590337269 0.5062
4 3 0.0268698991314066 8 -0.21180822347614 0.4953
4 4 0.0690459782647729 14 0.15178980232602 0.4931
4 5 -0.0832019182602349 22 0.237456206673929 0.4997
4 6 0.126629959442301 31 0.0519393303905423 0.5018
4 7 -0.0983344063987725 45 0.0879857706331731 0.4964
4 8 0.0947100152213355 3 -0.21180822347614 0.4975
4 9 -0.107694336290325 64 0.199862197079064 0.4942
4 10 -0.0235425894670205 50 -0.114512056205012 0.4976
4 11 0.0631644781722059 49 -0.137121771658219 0.4997
4 12 -0.0149424431467987 23 0.0107774953915932 0.4962
4 13 0.167458691507255 32 -0.0644018769921421 0.4936
4 14 0.0867752077341565 4 0.15178980232602 0.4974
4 15 -0.0848193872384975 61 0.0631424360646179 0.5038
4 16 0.0688805249285708 59 0.201331502174207 0.5029
4 17 -0.0971846950100495 39 0.0304773748928684 0.5064
4 18 0.0831658224917785 21 -0.0527368463817773 0.5016
4 19 0.122067900989757 63 0.164317024686875 0.5122
4 20 -0.0565623184249068 37 0.191462490029295 0.4992
4 21 -0.0784147404135887 18 -0.0527368463817773 0.5089
4 22 0.0916408340801648 5 0.237456206673929 0.5026
4 23 0.0316185128817527 12 0.0107774953915932 0.4969
4 24 -0.0601942863165742 33 0.070428960962985 0.4956
4 25 0.00226123385065205 43 -0.0649483876460919 0.4958
4 26 -0.152654306231996 58 -0.123452499893311 0.5028
4 27 0.0019381946501659 57 -0.134679077838596 0.5029
4 28 -0.0340813435482362 54 -0.0468240280786946 0.5031
4 29 -0.0601164209520647 55 0.118990828192177 0.4994
4 30 -0.105603849726 60 -0.185373238962908 0.4989
4 31 -0.0492633311311762 6 0.0519393303905423 0.5021
4 32 -0.0623404539316411 13 -0.0644018769921421 0.5063
4 33 -0.111770460948898 24 0.070428960962985 0.5039
4 34 -0.0132687425483961 36 0.174749457993203 0.5076
4 35 0.0796717329592894 46 0.0887507989460375 0.4973
4 36 0.131953210522782 34 0.174749457993203 0.5001
4 37 0.0521730700830543 20 0.191462490029295 0.5024
4 38 -0.0621523500259253 48 -0.209212881464587 0.4959
4 39 0.178178033744613 17 0.0304773748928684 0.5048
4 40 0.0803906358758971 47 -0.221230322250201 0.5005
4 41 0.0479908132963961 1 -0.0914191019560162 0.4948
4 42 -0.00316744584098084 2 0.0383204590337269 0.5058
4 43 -0.0532699935240324 25 -0.0649483876460919 0.5125
4 44 0.0290251933738303 52 0.0673087156446717 0.4984
4 45 -0.0211927667975836 7 0.0879857706331731 0.5028
4 46 -0.0621035678888124 35 0.0887507989460375 0.5039
4 47 0.145672073852486 40 -0.221230322250201 0.5062
4 48 -0.04706112553533 38 -0.209212881464587 0.5028
4 49 -0.117949423366564 11 -0.137121771658219 0.501
4 50 -0.159824962857711 10 -0.114512056205012 0.4959
4 51 -0.0645314254192725 62 0.156568915365075 0.4994
4 52 -0.0340834856043392 44 0.0673087156446717 0.4897
4 53 0.0200821062384061 56 -0.0133348482452564 0.5026
4 54 -0.0446721014004779 28 -0.0468240280786946 0.5001
4 55 0.0577876814384796 29 0.118990828192177 0.4942
4 56 -0.0830505430926754 53 -0.0133348482452564 0.4878
4 57 0.0671246444831528 27 -0.134679077838596 0.4975
4 58 -0.0532202989492399 26 -0.123452499893311 0.5042
4 59 -0.00101318820834313 16 0.201331502174207 0.4961
4 60 -0.0346311266664576 30 -0.185373238962908 0.5052
4 61 -0.0247243949372269 15 0.0631424360646179 0.5076
4 62 -0.0495345677176795 51 0.156568915365075 0.4934
4 63 -0.059163705258099 19 0.164317024686875 0.4999
4 64 -0.0972003320061157 9 0.199862197079064 0.4966
5 1 -0.0391894387771035 26 -0.224509050866268 0.5036
5 2 0.0378127276488721 31 -0.0629624524267857 0.5062
5 3 0.0100709185391216 20 0.0593456572212589 0.4953
5 4 0.0744591395970569 28 -0.0971703391803076 0.4931
5 5 -0.000953366815444459 44 -0.076833961602682 0.4997
5 6 -0.0075934080315423 22 0.188840679907331 0.5018
5 7 -0.0431705149775544 50 0.0746523539650728 0.4964
5 8 0.078485930057739 60 -0.128851958237212 0.4975
5 9 0.0614831764547247 35 -0.0794170356579458 0.4942
5 10 -0.039853833593512 24 -0.364735834200144 0.4976
5 11 0.0352880296054207 19 -0.297194696765746 0.4997
5 12 -0.0204686221268858 29 -0.00268750147387379 0.4962
5 13 0.0242124645356639 62 0.265025529541597 0.4936
5 14 -0.00849644029608112 32 0.0495839516337286 0.4974
5 15 -0.0154874829883952 48 0.117319347857496 0.5038
5 16 -0.00832828797672069 54 -0.362648735659238 0.5029
5 17 0.0375162951472551 58 -0.142102222994338 0.5064
5 18 0.0503335941133211 39 -0.0581836972555923 0.5016
5 19 0.0487148835207178 11 -0.297194696765746 0.5122
5 20 -0.0932149686312705 3 0.0593456572212589 0.4992
5 21 -0.0244718190521511 51 -0.144170125908263 0.5089
5 22 0.050401233432523 6 0.188840679907331 0.5026
5 23 -0.00229934401163019 52 0.0923238051736225 0.4969
5 24 0.0505982924295231 10 -0.364735834200144 0.4956
5 25 -0.0507237874161968 27 -0.277011457896225 0.4958
5 26 0.0275979002575475 1 -0.224509050866268 0.5028
5 27 0.0469986532702246 25 -0.277011457896225 0.5029
5 28 0.0562523202790811 4 -0.0971703391803076 0.5031
5 29 -0.0423966272478639 12 -0.00268750147387379 0.4994
5 30 -0.0215024793924088 47 -0.0701130967166118 0.4989
5 31 -0.0419725829573813 2 -0.0629624524267857 0.5021
5 32 0.0592797710602739 14 0.0495839516337286 0.5063
5 33 0.039815508322151 40 -0.0826238126829764 0.5039
5 34 0.0198193695236301 56 0.127338234615049 0.5076
5 35 -0.0398444283134747 9 -0.0794170356579458 0.4973
5 36 -0.0401269788497904 41 0.109024426808377 0.5001
5 37 -0.0167436668119658 57 0.00263976385500153 0.5024
5 38 -0.0475332041509581 63 -0.147855782734906 0.4959
5 39 -0.121940403726543 18 -0.0581836972555923 0.5048
5 40 0.0179601151492111 33 -0.0826238126829764 0.5005
5 41 -0.0299007163073356 36 0.109024426808377 0.4948
5 42 0.0305010572236156 43 0.197919241948143 0.5058
5 43 0.0134554199547203 42 0.197919241948143 0.5125
5 44 -0.0061022462095217 5 -0.076833961602682 0.4984
5 45 -0.0278176996873946 61 -0.0214771904160845 0.5028
5 46 -0.00432768605388114 59 0.22495808615612 0.5039
5 47 0.0383862398745199 30 -0.0701130967166118 0.5062
5 48 0.0467771701258772 15 0.117319347857496 0.5028
5 49 0.00449917714747087 55 -0.127939961389638 0.501
5 50 -0.0494929378490857 7 0.0746523539650728 0.4959
5 51 -0.00836410476512222 21 -0.144170125908263 0.4994
5 52 0.0143559396105928 23 0.0923238051736225 0.4897
5 53 -0.0366533053496648 64 -0.0548380993192584 0.5026
5 54 0.0404502556781933 16 -0.362648735659238 0.5001
5 55 0.0359888230942233 49 -0.127939961389638 0.4942
5 56 -0.00925504285427018 34 0.127338234615049 0.4878
5 57 -0.0341277650266677 37 0.00263976385500153 0.4975
5 58 0.00798778263411786 17 -0.142102222994338 0.5042
5 59 -0.0477017127348844 46 0.22495808615612 0.4961
5 60 -0.0315606202999801 8 -0.128851958237212 0.5052
5 61 -0.0318165394577995 45 -0.0214771904160845 0.5076
5 62 -0.0753174063892822 13 0.265025529541597 0.4934
5 63 -0.0807197702883838 38 -0.147855782734906 0.4999
5 64 0.0433734425997089 53 -0.0548380993192584 0.4966
